Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age,Avg_Mileage_Per_Year
Chevrolet Cruze LTZ AT,Pune,2012,137008,First,18.1,1991.0,147.9,4.0,11.0,4.65,1,0,0,1,0,11,1.6454545454545455
Mahindra Scorpio VLX,Delhi,2010,61001,First,12.05,2179.0,107.3521513067391,8.0,11.0,4.75,1,0,0,0,1,13,0.926923076923077
Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,First,17.1,1591.0,121.3,5.0,11.0,7.78,0,0,1,0,1,8,2.1375
Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,First,23.0,1396.0,107.3521513067391,5.0,11.0,6.75,1,0,0,0,1,7,3.2857142857142856
Honda City ZX CVT,Hyderabad,2008,56000,First,16.4,1497.0,107.3521513067391,5.0,11.0,2.99,0,0,1,1,0,15,1.0933333333333333
Hyundai i10 Magna,Kolkata,2013,21000,First,20.36,1197.0,78.9,5.0,11.0,2.35,0,0,1,0,1,10,2.036
Honda Amaze S i-Dtech,Delhi,2013,89429,First,25.8,1498.0,98.6,5.0,11.0,3.65,1,0,0,0,1,10,2.58
Maruti Wagon R LXI,Delhi,2012,45631,Second,22.5,998.0,67.04,5.0,4.0,2.74,0,0,1,0,1,11,2.0454545454545454
Honda Brio S MT,Jaipur,2013,53959,First,19.4,1198.0,86.8,5.0,11.0,3.5,0,0,1,0,1,10,1.94
Hyundai i20 1.2 Sportz Option,Kochi,2014,55804,First,17.0,1197.0,107.3521513067391,5.0,11.0,4.76,0,0,1,0,1,9,1.8888888888888888
Volkswagen Vento 2013-2015 1.6 Comfortline,Kochi,2016,25899,First,15.04,1598.0,103.2,5.0,11.0,6.2,0,0,1,0,1,7,2.1485714285714286
Skoda Octavia Rider 1.9 TDI MT,Pune,2008,82000,Second,18.7,1896.0,107.3521513067391,5.0,11.0,2.35,1,0,0,0,1,15,1.2466666666666666
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2014,52000,First,13.0,2143.0,107.3521513067391,5.0,11.0,24.5,1,0,0,1,0,9,1.4444444444444444
Renault Duster Petrol RxL,Pune,2013,20000,First,13.24,1598.0,102.57,5.0,11.0,6.0,0,0,1,0,1,10,1.324
Hyundai EON Sportz,Hyderabad,2017,31829,First,21.1,814.0,55.2,5.0,11.0,3.65,0,0,1,0,1,6,3.516666666666667
Maruti Swift VXI,Coimbatore,2016,18094,Second,18.6,1197.0,85.8,5.0,11.0,6.26,0,0,1,0,1,7,2.6571428571428575
Audi Q5 3.0 TDI Quattro Technology,Mumbai,2015,11964,First,13.22,2967.0,241.4,5.0,11.0,32.95,1,0,0,1,0,8,1.6525
Hyundai i20 1.2 Spotz,Coimbatore,2018,22684,First,18.6,1197.0,81.83,5.0,11.0,7.8,0,0,1,0,1,5,3.72
Honda Brio S MT,Bangalore,2014,43521,First,19.4,1198.0,86.8,5.0,11.0,4.25,0,0,1,0,1,9,2.1555555555555554
Maruti Swift Dzire ZXi,Kochi,2014,49386,First,17.5,1298.0,85.8,5.0,11.0,4.86,0,0,1,0,1,9,1.9444444444444444
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,First,18.9,1197.0,81.86,5.0,6.0,4.9,0,0,1,0,1,6,3.15
Mahindra Xylo E8 ABS BS IV,Coimbatore,2014,67771,First,11.68,2498.0,107.3521513067391,8.0,11.0,7.06,1,0,0,0,1,9,1.2977777777777777
Volkswagen Polo GTI,Delhi,2015,60007,First,17.21,1798.0,107.3521513067391,4.0,11.0,4.5,0,0,1,1,0,8,2.15125
Maruti Alto K10 VXI,Coimbatore,2011,48624,First,24.07,998.0,67.1,5.0,4.0,3.22,0,0,1,0,1,12,2.0058333333333334
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,First,22.07,1199.0,73.9,5.0,11.0,3.25,1,0,0,0,1,9,2.4522222222222223
Hyundai Grand i10 Sportz,Delhi,2016,81605,First,18.9,1197.0,107.3521513067391,5.0,11.0,4.53,0,0,1,0,1,7,2.6999999999999997
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Coimbatore,2017,32642,First,14.84,2143.0,107.3521513067391,5.0,11.0,34.78,1,0,0,1,0,6,2.473333333333333
Hyundai Verna 1.6 SX VTVT AT,Pune,2014,34200,First,15.74,1591.0,121.3,5.0,11.0,6.5,0,0,1,1,0,9,1.748888888888889
Fiat Punto EVO 1.2 Emotion,Chennai,2010,72204,First,15.7,1172.0,107.3521513067391,5.0,11.0,2.25,0,0,1,0,1,13,1.2076923076923076
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,156347,Second,12.99,2494.0,107.3521513067391,8.0,11.0,8.0,1,0,0,0,1,12,1.0825
Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,First,18.49,1493.0,107.3521513067391,7.0,11.0,8.37,1,0,0,1,0,6,3.0816666666666666
Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,First,20.14,1498.0,88.8,5.0,11.0,5.39,1,0,0,0,1,8,2.5175
BMW 5 Series 520d Luxury Line,Kochi,2018,32586,First,22.48,1995.0,107.3521513067391,5.0,67.0,37.3,1,0,0,1,0,5,4.496
Mercedes-Benz GLE 350d,Coimbatore,2018,40129,First,11.57,2987.0,254.79,5.0,95.0,70.8,1,0,0,1,0,5,2.314
Mercedes-Benz M-Class ML 350 CDI,Mumbai,2012,51000,First,11.74,2987.0,254.8,5.0,11.0,22.25,1,0,0,1,0,11,1.0672727272727274
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,First,18.9,1197.0,81.86,5.0,6.0,6.03,0,0,1,0,1,5,3.78
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2011,46000,First,13.7,1798.0,157.75,5.0,11.0,4.9,0,0,1,1,0,12,1.1416666666666666
Hyundai i10 Sportz AT,Chennai,2013,21000,First,16.95,1197.0,78.9,5.0,11.0,3.96,0,0,1,1,0,10,1.6949999999999998
Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,First,23.0,1396.0,107.3521513067391,5.0,11.0,4.6,1,0,0,0,1,12,1.9166666666666667
Mahindra Scorpio VLX,Mumbai,2011,100010,Second,12.05,2179.0,107.3521513067391,8.0,11.0,5.5,1,0,0,0,1,12,1.0041666666666667
Honda Brio V MT,Mumbai,2013,63107,First,19.4,1198.0,86.8,5.0,11.0,3.25,0,0,1,0,1,10,1.94
Hyundai i20 1.2 Magna Executive,Jaipur,2017,58500,First,18.6,1197.0,81.83,5.0,11.0,6.25,0,0,1,0,1,6,3.1
Ford Endeavour 4x2 XLT Limited Edition,Pune,2007,90000,Fourth & Above,10.9,2499.0,107.3521513067391,7.0,11.0,3.0,1,0,0,0,1,16,0.68125
Hyundai Verna CRDi SX,Chennai,2011,108242,First,16.8,1493.0,107.3521513067391,5.0,11.0,4.25,1,0,0,0,1,12,1.4000000000000001
Toyota Fortuner 3.0 Diesel,Pune,2011,146300,First,11.5,2982.0,107.3521513067391,7.0,11.0,12.25,1,0,0,0,1,12,0.9583333333333334
BMW X1 sDrive20d,Pune,2011,62943,Second,17.05,1995.0,107.3521513067391,5.0,11.0,10.95,1,0,0,1,0,12,1.4208333333333334
Toyota Fortuner 4x2 AT,Delhi,2013,65000,First,12.55,2982.0,168.5,7.0,11.0,16.5,1,0,0,1,0,10,1.2550000000000001
Honda Amaze V CVT Petrol,Pune,2018,1700,First,19.0,1199.0,88.76,5.0,9.0,7.8,0,0,1,1,0,5,3.8
Hyundai i10 Era 1.1,Kochi,2013,34697,First,19.81,1086.0,68.05,5.0,11.0,3.7,0,0,1,0,1,10,1.9809999999999999
Hyundai i20 1.2 Sportz,Hyderabad,2012,58000,First,17.0,1197.0,107.3521513067391,5.0,11.0,4.0,0,0,1,0,1,11,1.5454545454545454
BMW 3 Series 320d GT Luxury Line,Mumbai,2015,32500,First,19.59,1995.0,187.74,5.0,11.0,26.75,1,0,0,1,0,8,2.44875
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,First,15.17,1968.0,107.3521513067391,5.0,48.0,28.03,1,0,0,1,0,7,2.1671428571428573
Maruti Swift VXI Optional,Kochi,2017,37124,First,20.4,1197.0,81.8,5.0,11.0,5.44,0,0,1,0,1,6,3.4
Maruti Baleno Delta Automatic,Delhi,2017,44000,First,21.4,1197.0,83.1,5.0,11.0,6.2,0,0,1,1,0,6,3.5666666666666664
Hyundai Accent GLE,Kolkata,2005,45200,First,13.2,1495.0,107.3521513067391,5.0,11.0,0.9,0,0,1,0,1,18,0.7333333333333333
Maruti Ritz LXi,Mumbai,2016,11000,First,18.5,1197.0,85.8,5.0,11.0,3.95,0,0,1,0,1,7,2.642857142857143
Tata Nano Lx,Pune,2011,65000,Second,26.0,624.0,107.3521513067391,4.0,11.0,0.44,0,0,1,0,1,12,2.1666666666666665
Ford Figo Diesel EXI,Ahmedabad,2012,55005,First,20.0,1399.0,107.3521513067391,5.0,11.0,2.75,1,0,0,0,1,11,1.8181818181818181
Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2011,81650,First,18.33,1968.0,167.7,5.0,11.0,7.5,1,0,0,1,0,12,1.5274999999999999
Fiat Linea Emotion Pack (Diesel),Chennai,2010,160000,Second,19.0,1248.0,107.3521513067391,5.0,11.0,2.5,1,0,0,0,1,13,1.4615384615384615
Mahindra Xylo D4,Hyderabad,2015,169000,First,14.95,2489.0,93.7,7.0,11.0,5.0,1,0,0,0,1,8,1.86875
Maruti Wagon R VXI,Hyderabad,2013,67263,First,18.9,998.0,67.1,5.0,11.0,3.6,0,0,1,0,1,10,1.89
Toyota Etios G Safety,Kochi,2012,44223,First,17.6,1496.0,88.7,5.0,11.0,3.99,0,0,1,0,1,11,1.6
Hyundai Grand i10 Sportz,Coimbatore,2015,36840,First,18.9,1197.0,107.3521513067391,5.0,11.0,5.64,0,0,1,0,1,8,2.3625
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2014,160000,First,12.99,2494.0,107.3521513067391,8.0,11.0,12.0,1,0,0,0,1,9,1.4433333333333334
Tata Indica V2 DLS TC,Kolkata,2008,133000,First,16.8,1405.0,107.3521513067391,5.0,11.0,0.7,1,0,0,0,1,15,1.12
BMW 3 Series 320d Sport Line,Mumbai,2015,69123,First,18.88,1995.0,107.3521513067391,5.0,11.0,19.0,1,0,0,1,0,8,2.36
Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2017,38000,First,10.91,3198.0,107.3521513067391,7.0,11.0,30.48,1,0,0,1,0,6,1.8183333333333334
Maruti Ciaz Zeta,Mumbai,2017,5500,First,21.56,1462.0,103.25,5.0,11.0,8.2,0,0,1,0,1,6,3.5933333333333333
Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,First,25.83,1498.0,107.3521513067391,5.0,11.0,7.55,1,0,0,0,1,8,3.22875
Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Third,15.26,1150.0,74.9,5.0,11.0,0.99,0,0,1,0,1,16,0.95375
Honda City 1.5 V AT,Delhi,2011,78256,First,16.8,1497.0,107.3521513067391,5.0,11.0,4.15,0,0,1,1,0,12,1.4000000000000001
Nissan Sunny XL,Chennai,2016,90000,First,16.95,1498.0,97.6,5.0,11.0,6.2,0,0,1,0,1,7,2.4214285714285713
Maruti Swift Dzire VXI,Kolkata,2016,18000,First,19.1,1197.0,85.8,5.0,11.0,4.4,0,0,1,0,1,7,2.7285714285714286
Ford Figo Diesel Titanium,Kolkata,2012,60000,First,20.0,1399.0,107.3521513067391,5.0,11.0,2.1,1,0,0,0,1,11,1.8181818181818181
Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,First,20.3,1248.0,107.3521513067391,5.0,11.0,2.2,1,0,0,0,1,12,1.6916666666666667
Hyundai Elite i20 Petrol Asta,Coimbatore,2018,32851,First,18.6,1197.0,81.86,5.0,11.0,8.34,0,0,1,0,1,5,3.72
Maruti Swift Dzire VDI,Kolkata,2014,32000,First,23.4,1248.0,107.3521513067391,5.0,11.0,4.35,1,0,0,0,1,9,2.5999999999999996
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,First,22.7,1498.0,89.84,5.0,11.0,6.8,1,0,0,0,1,9,2.522222222222222
Maruti Swift Dzire VDi,Jaipur,2010,71000,First,19.3,1248.0,73.9,5.0,11.0,3.3,1,0,0,0,1,13,1.4846153846153847
Hyundai Grand i10 Sportz,Kochi,2016,19947,First,18.9,1197.0,107.3521513067391,5.0,11.0,5.04,0,0,1,0,1,7,2.6999999999999997
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91000,First,11.4,2953.0,153.86,7.0,11.0,9.2,1,0,0,1,0,11,1.0363636363636364
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,First,22.07,1199.0,73.9,5.0,11.0,5.7,1,0,0,0,1,9,2.4522222222222223
Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,2018,55594,First,18.49,1493.0,107.3521513067391,7.0,11.0,8.48,1,0,0,0,1,5,3.6979999999999995
BMW X6 xDrive 40d,Hyderabad,2013,58000,First,11.2,2993.0,107.3521513067391,4.0,11.0,48.0,1,0,0,1,0,10,1.1199999999999999
Renault Duster 110PS Diesel RxZ,Hyderabad,2012,110224,First,19.01,1461.0,108.45,5.0,11.0,6.1,1,0,0,0,1,11,1.7281818181818183
Maruti Wagon R LXI,Ahmedabad,2010,21002,First,22.5,998.0,67.04,5.0,4.0,2.75,0,0,1,0,1,13,1.7307692307692308
Maruti Ertiga SHVS VDI,Pune,2017,121000,First,24.52,1248.0,88.5,7.0,11.0,8.0,1,0,0,0,1,6,4.086666666666667
Maruti Alto LXi BSIII,Jaipur,2010,73513,First,19.7,796.0,46.3,5.0,11.0,1.85,0,0,1,0,1,13,1.5153846153846153
Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,First,20.51,998.0,107.3521513067391,5.0,11.0,3.85,0,0,1,1,0,8,2.56375
Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,First,15.1,1196.0,107.3521513067391,7.0,4.0,4.74,0,0,1,0,1,6,2.5166666666666666
Renault Duster 110PS Diesel RxL,Kochi,2013,74755,First,19.6,1461.0,108.45,5.0,11.0,5.63,1,0,0,0,1,10,1.9600000000000002
Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,First,18.2,1061.0,107.3521513067391,5.0,11.0,2.62,0,0,1,0,1,12,1.5166666666666666
Renault Duster Petrol RxL,Kochi,2015,82603,First,13.06,1598.0,102.53,5.0,11.0,4.9,0,0,1,0,1,8,1.6325
Honda Civic 2006-2010 1.8 S MT,Chennai,2006,110000,First,13.5,1799.0,107.3521513067391,5.0,11.0,2.65,0,0,1,0,1,17,0.7941176470588235
Mahindra XUV500 W8 2WD,Delhi,2012,88000,First,16.0,2179.0,107.3521513067391,7.0,11.0,5.99,1,0,0,0,1,11,1.4545454545454546
Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,Second,21.0,1461.0,64.1,5.0,11.0,2.4,1,0,0,0,1,12,1.75
Renault KWID Climber 1.0 MT,Delhi,2017,15000,First,21.7,999.0,107.3521513067391,5.0,4.0,4.25,0,0,1,0,1,6,3.6166666666666667
Porsche Cayenne Diesel,Mumbai,2013,70000,First,15.15,2967.0,107.3521513067391,5.0,11.0,40.0,1,0,0,1,0,10,1.5150000000000001
Maruti Swift DDiS VDI,Pune,2008,150000,Second,28.4,1248.0,107.3521513067391,5.0,11.0,2.7,1,0,0,0,1,15,1.8933333333333333
Datsun GO T Option,Hyderabad,2016,19000,First,20.63,1198.0,107.3521513067391,5.0,11.0,2.99,0,0,1,0,1,7,2.947142857142857
Hyundai i20 1.2 Magna,Chennai,2011,37442,First,18.5,1197.0,107.3521513067391,5.0,11.0,3.4,0,0,1,0,1,12,1.5416666666666667
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,63111,Second,18.12,1995.0,107.3521513067391,5.0,11.0,30.8,1,0,0,1,0,7,2.5885714285714285
Maruti Ertiga ZDI,Mumbai,2012,88000,First,20.77,1248.0,88.8,7.0,11.0,5.85,1,0,0,0,1,11,1.8881818181818182
Hyundai Grand i10 Magna,Jaipur,2014,42355,First,18.9,1197.0,107.3521513067391,5.0,11.0,4.0,0,0,1,0,1,9,2.0999999999999996
BMW 3 Series 330i,Coimbatore,2011,75871,First,9.43,2996.0,107.3521513067391,5.0,11.0,14.12,0,0,1,1,0,12,0.7858333333333333
Chevrolet Cruze LTZ,Mumbai,2011,65000,First,17.9,1998.0,163.7,5.0,11.0,4.55,1,0,0,0,1,12,1.4916666666666665
Mercedes-Benz M-Class ML 350 4Matic,Pune,2015,69000,First,0.0,2987.0,107.3521513067391,5.0,11.0,38.0,1,0,0,1,0,8,0.0
Maruti Ritz LDi,Jaipur,2011,79232,First,21.1,1248.0,73.9,5.0,11.0,2.9,1,0,0,0,1,12,1.7583333333333335
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Pune,2007,220000,Second,11.74,1796.0,107.3521513067391,5.0,11.0,6.0,0,0,1,1,0,16,0.73375
Hyundai i20 1.2 Magna Executive,Kochi,2016,28470,First,18.6,1197.0,81.83,5.0,11.0,6.95,0,0,1,0,1,7,2.6571428571428575
Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,First,20.3,998.0,68.05,5.0,11.0,2.75,0,0,1,0,1,9,2.2555555555555555
Maruti Swift VDI,Pune,2014,75216,First,22.9,1248.0,107.3521513067391,5.0,11.0,5.1,1,0,0,0,1,9,2.5444444444444443
Hyundai i20 Sportz 1.2,Chennai,2017,8000,First,18.6,1197.0,81.83,5.0,11.0,6.75,0,0,1,0,1,6,3.1
Maruti Ritz ZXi,Mumbai,2014,59451,First,18.5,1197.0,85.8,5.0,11.0,3.69,0,0,1,0,1,9,2.0555555555555554
Maruti Swift VDI,Hyderabad,2013,53996,First,22.9,1248.0,107.3521513067391,5.0,11.0,5.45,1,0,0,0,1,10,2.29
Honda WRV i-VTEC VX,Kochi,2018,15135,First,17.5,1199.0,88.7,5.0,10.0,9.29,0,0,1,0,1,5,3.5
Hyundai Xcent 1.2 Kappa AT S Option,Chennai,2015,53000,Second,16.9,1197.0,81.86,5.0,11.0,4.0,0,0,1,1,0,8,2.1125
Honda Amaze E i-Vtech,Kolkata,2013,40000,First,18.0,1198.0,86.7,5.0,11.0,2.9,0,0,1,0,1,10,1.8
Hyundai Verna 1.6 SX VTVT (O),Pune,2013,21107,First,17.1,1591.0,121.3,5.0,11.0,5.25,0,0,1,0,1,10,1.7100000000000002
Honda City V MT,Mumbai,2014,56000,First,16.8,1497.0,116.3,5.0,11.0,5.75,0,0,1,0,1,9,1.8666666666666667
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,19623,First,15.29,1591.0,121.3,5.0,11.0,13.12,0,0,1,0,1,6,2.5483333333333333
Mahindra XUV500 W8 2WD,Kochi,2014,70963,First,15.1,2179.0,107.3521513067391,7.0,11.0,7.83,1,0,0,0,1,9,1.6777777777777778
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2013,51450,First,12.8,2494.0,107.3521513067391,7.0,11.0,10.4,1,0,0,0,1,10,1.28
Maruti Swift VDI,Pune,2012,75000,First,22.9,1248.0,107.3521513067391,5.0,11.0,4.35,1,0,0,0,1,11,2.0818181818181816
Maruti Wagon R VXI AMT,Coimbatore,2017,37832,First,22.5,998.0,107.3521513067391,5.0,6.0,5.23,0,0,1,1,0,6,3.75
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,43041,First,18.9,1197.0,81.86,5.0,8.0,6.01,0,0,1,0,1,7,2.6999999999999997
Honda Amaze VX i-DTEC,Hyderabad,2014,97236,First,25.8,1498.0,98.6,5.0,11.0,4.4,1,0,0,0,1,9,2.8666666666666667
BMW 3 Series 320d Highline,Chennai,2010,83000,First,16.07,1995.0,107.3521513067391,5.0,11.0,12.75,1,0,0,1,0,13,1.2361538461538462
Ford Figo Petrol Titanium,Delhi,2011,65000,First,15.6,1196.0,107.3521513067391,5.0,11.0,2.4,0,0,1,0,1,12,1.3
Volkswagen Ameo 1.2 MPI Trendline,Kochi,2018,46007,First,17.0,1198.0,73.75,5.0,11.0,5.71,0,0,1,0,1,5,3.4
Ford Ecosport 1.5 DV5 MT Trend,Kochi,2015,65925,Second,22.7,1498.0,89.84,5.0,11.0,5.49,1,0,0,0,1,8,2.8375
Honda City 1.3 EXI,Pune,2004,73500,Second,13.0,1343.0,107.3521513067391,5.0,11.0,1.3,0,0,1,0,1,19,0.6842105263157895
Mahindra XUV500 W6 2WD,Kolkata,2014,55000,First,16.0,2179.0,107.3521513067391,7.0,11.0,8.5,1,0,0,0,1,9,1.7777777777777777
Toyota Fortuner 4x2 Manual,Delhi,2012,115000,First,13.0,2982.0,168.5,7.0,11.0,12.99,1,0,0,0,1,11,1.1818181818181819
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,First,18.9,1197.0,81.86,5.0,6.0,5.0,0,0,1,0,1,6,3.15
Maruti Dzire AMT ZDI Plus,Pune,2017,41747,First,28.4,1248.0,73.75,5.0,11.0,9.0,1,0,0,1,0,6,4.733333333333333
Maruti Swift VDI,Kochi,2016,38143,First,22.9,1248.0,107.3521513067391,5.0,11.0,5.22,1,0,0,0,1,7,3.2714285714285714
Volkswagen Polo Petrol Highline 1.2L,Pune,2012,19030,First,16.47,1198.0,73.9,5.0,11.0,3.8,0,0,1,0,1,11,1.497272727272727
Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,2019,20877,First,18.16,1197.0,78.9,5.0,7.0,7.27,0,0,1,0,1,4,4.54
Maruti Swift VXI,Mumbai,2016,23555,First,22.0,1197.0,81.8,5.0,7.0,5.1,0,0,1,0,1,7,3.142857142857143
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Bangalore,2013,29000,First,14.21,2143.0,107.3521513067391,5.0,11.0,29.0,1,0,0,1,0,10,1.421
Maruti Wagon R VXI,Pune,2013,61000,First,18.9,998.0,67.1,5.0,11.0,2.9,0,0,1,0,1,10,1.89
Tata Nano Lx BSIV,Kochi,2012,4187,First,26.0,624.0,107.3521513067391,4.0,11.0,1.38,0,0,1,0,1,11,2.3636363636363638
Skoda Laura 1.8 TSI Ambiente,Bangalore,2011,46000,First,13.4,1798.0,157.8,5.0,11.0,5.5,0,0,1,0,1,12,1.1166666666666667
Volkswagen Polo GT TSI,Mumbai,2016,28000,First,17.21,1197.0,103.5,5.0,11.0,7.25,0,0,1,1,0,7,2.4585714285714286
Hyundai Verna 1.6 SX,Coimbatore,2014,83558,First,22.32,1582.0,126.32,5.0,11.0,6.98,1,0,0,0,1,9,2.48
Tata Bolt Quadrajet XE,Hyderabad,2017,40000,First,22.95,1248.0,107.3521513067391,5.0,7.0,5.25,1,0,0,0,1,6,3.8249999999999997
Hyundai EON D Lite Plus,Kolkata,2013,36000,First,21.1,814.0,55.2,5.0,11.0,1.95,0,0,1,0,1,10,2.1100000000000003
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,21000,First,17.11,1968.0,174.33,5.0,11.0,24.5,1,0,0,1,0,9,1.901111111111111
Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,2013,62162,First,12.99,2494.0,107.3521513067391,7.0,11.0,8.31,1,0,0,0,1,10,1.299
Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2012,83000,First,11.74,2987.0,254.8,5.0,11.0,36.0,1,0,0,1,0,11,1.0672727272727274
Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,First,24.4,1120.0,107.3521513067391,5.0,11.0,5.5,1,0,0,0,1,8,3.05
Honda Accord 2.4 AT,Kochi,2011,62332,First,11.7,2354.0,177.6,5.0,11.0,5.89,0,0,1,1,0,12,0.975
Volkswagen Vento 1.5 TDI Highline,Kochi,2016,50867,First,20.34,1498.0,103.2,5.0,11.0,7.95,1,0,0,0,1,7,2.9057142857142857
Hyundai i20 Sportz Petrol,Mumbai,2010,73000,First,17.0,1197.0,107.3521513067391,5.0,11.0,2.75,0,0,1,0,1,13,1.3076923076923077
Hyundai Elantra CRDi SX,Jaipur,2012,98008,First,22.7,1582.0,126.24,5.0,11.0,6.25,1,0,0,0,1,11,2.0636363636363635
Ford Figo Diesel Titanium,Hyderabad,2015,36000,First,20.0,1399.0,68.05,5.0,11.0,4.95,1,0,0,0,1,8,2.5
Hyundai i20 1.2 Magna Executive,Kochi,2019,27339,First,18.6,1197.0,81.83,5.0,11.0,6.27,0,0,1,0,1,4,4.65
Hyundai Verna 1.6 CRDi SX,Kolkata,2017,25000,First,23.9,1582.0,126.2,5.0,11.0,8.65,1,0,0,0,1,6,3.983333333333333
Hyundai Grand i10 Asta,Kolkata,2014,37000,First,18.9,1197.0,107.3521513067391,5.0,11.0,3.5,0,0,1,0,1,9,2.0999999999999996
Audi Q5 2.0 TDI,Hyderabad,2015,56000,First,14.16,1968.0,174.3,5.0,11.0,35.0,1,0,0,1,0,8,1.77
Maruti Swift Dzire ZXi,Kolkata,2015,27000,First,17.5,1298.0,85.8,5.0,11.0,4.45,0,0,1,0,1,8,2.1875
Hyundai i20 Magna,Kolkata,2012,37000,First,18.5,1197.0,107.3521513067391,5.0,11.0,2.65,0,0,1,0,1,11,1.6818181818181819
Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,First,25.32,1198.0,107.3521513067391,5.0,11.0,4.7,1,0,0,0,1,6,4.22
Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,First,18.23,1582.0,126.2,5.0,22.0,8.9,1,0,0,1,0,9,2.0255555555555556
Jeep Compass 2.0 Limited Option Black,Mumbai,2017,7000,First,17.1,1956.0,107.3521513067391,5.0,24.0,17.45,1,0,0,0,1,6,2.85
Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,First,24.3,1248.0,88.5,5.0,11.0,9.58,1,0,0,0,1,6,4.05
Toyota Corolla Altis 1.8 GL,Kochi,2012,83184,First,14.28,1798.0,138.03,5.0,21.0,6.22,0,0,1,0,1,11,1.298181818181818
Mahindra XUV500 W8 2WD,Kolkata,2013,87284,First,15.1,2179.0,107.3521513067391,7.0,11.0,7.8,1,0,0,0,1,10,1.51
BMW X1 xDrive 20d xLine,Mumbai,2016,7000,First,20.68,1995.0,107.3521513067391,5.0,11.0,27.75,1,0,0,1,0,7,2.954285714285714
Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Second,22.54,1396.0,88.73,5.0,11.0,7.0,1,0,0,0,1,8,2.8175
Mercedes-Benz GLE 350d,Coimbatore,2017,33552,First,11.57,2987.0,254.79,5.0,95.0,64.87,1,0,0,1,0,6,1.9283333333333335
Chevrolet Cruze LTZ,Bangalore,2013,64000,Second,17.3,1998.0,163.7,5.0,11.0,6.5,1,0,0,0,1,10,1.73
Hyundai i20 1.2 Magna,Jaipur,2011,82000,Second,18.5,1197.0,107.3521513067391,5.0,11.0,2.7,0,0,1,0,1,12,1.5416666666666667
Honda Brio S MT,Mumbai,2012,70000,Second,19.4,1198.0,86.8,5.0,11.0,2.5,0,0,1,0,1,11,1.7636363636363634
Nissan Evalia 2013 XL,Hyderabad,2013,166194,First,19.3,1461.0,84.8,7.0,11.0,3.9,1,0,0,0,1,10,1.9300000000000002
Volkswagen Polo Petrol Trendline 1.2L,Delhi,2015,58000,First,16.47,1198.0,73.9,5.0,11.0,3.95,0,0,1,0,1,8,2.05875
